ENSEMBL	chromosome_name	start_position	end_position
ENSG00000261468	3	30697661	30699576
ENSG00000128590	7	108569867	108574850
ENSG00000163933	3	53088483	53130453
ENSG00000269973	2	9936360	9939590
ENSG00000203880	20	64255695	64287821
ENSG00000074706	6	154154496	154356803
ENSG00000173145	10	94333226	94362959
ENSG00000070601	9	37650954	37746904
ENSG00000084623	1	32221077	32245397
ENSG00000108443	17	59893046	59950574
ENSG00000173409	1	230978981	231000733
ENSG00000060971	3	38103129	38137242
ENSG00000149269	11	77322017	77474635
ENSG00000123130	X	23701055	23766475
ENSG00000132507	17	7306999	7312463
ENSG00000075089	12	100199122	100241865
ENSG00000166164	16	50313487	50368988
ENSG00000141002	16	89873570	89913627
ENSG00000005882	17	50094737	50112152
ENSG00000081665	19	19785839	19821751
ENSG00000101407	20	37983007	38033461
ENSG00000213780	6	30908207	30914106
ENSG00000173175	3	123282296	123449090
ENSG00000150625	4	175632934	176002664
ENSG00000197785	1	1512162	1534685
ENSG00000183814	1	226231149	226309869
ENSG00000160593	11	118193725	118225094
ENSG00000132286	11	6481501	6484681
ENSG00000263307	16	11851649	11895611
ENSG00000261560	16	11881075	11882569
ENSG00000077279	X	111293779	111412429
ENSG00000140497	15	74843730	74873365
ENSG00000272518	8	79956465	79957381
ENSG00000182934	11	126262938	126269144
ENSG00000157303	9	93058688	93085133
ENSG00000168002	11	62761565	62766710
ENSG00000100744	14	96363452	96387288
ENSG00000130544	19	7069703	7087968
ENSG00000127074	1	192636138	192660311
ENSG00000143195	1	166895711	166975540
ENSG00000179950	8	143816344	143829352
ENSG00000150760	10	126905409	127452517
ENSG00000183530	22	31676256	31750140
ENSG00000138160	10	92574105	92655395
ENSG00000136999	8	119416446	119424434
ENSG00000011422	19	43646095	43670547
ENSG00000261079	16	74367462	74369826
ENSG00000196912	2	97492663	97589877
ENSG00000119707	14	73058532	73123899
ENSG00000269318	19	4356637	4358448
ENSG00000105619	19	54107020	54115657
ENSG00000259865	1	247187281	247188526
ENSG00000143256	1	161100556	161118055
ENSG00000111885	6	119177205	119349761
ENSG00000241472	3	62221249	62369406
ENSG00000146281	6	89146055	89165565
ENSG00000236209	2	74919555	74924846
ENSG00000165609	10	12165330	12196144
ENSG00000225213	10	16721352	16748377
ENSG00000066382	11	30384493	30586872
ENSG00000244968	5	38556765	38671216
ENSG00000141434	18	32185069	32220404
ENSG00000269902	X	45764772	45765299
ENSG00000279968	6	138725211	138773652
ENSG00000242372	20	35278907	35284985
ENSG00000122644	7	12686856	12690958
ENSG00000256603	11	113770393	113771691
ENSG00000275854	12	32736930	32737660
ENSG00000130827	X	154458281	154477779
ENSG00000077097	3	25597984	25664907
ENSG00000270069	X	45745210	45770274
ENSG00000228223	6	26521709	26527404
ENSG00000105254	19	36114289	36125947
ENSG00000168310	4	184385702	184474558
ENSG00000066739	14	96279195	96363341
ENSG00000185917	21	36034541	36079389
ENSG00000105204	19	39825350	39834201
ENSG00000278845	17	38297023	38323217
ENSG00000143995	2	66433452	66573869
ENSG00000148484	10	16590611	16817463
ENSG00000140941	16	87383953	87404779
ENSG00000112852	5	141094606	141098703
ENSG00000205358	16	56669814	56671129
ENSG00000135108	12	117141991	117190470
ENSG00000024862	6	138773769	138793319
ENSG00000250829	4	186890969	186892366
ENSG00000102981	16	67660946	67662774
ENSG00000188385	10	132036336	132184858
ENSG00000103335	16	88715338	88785220
ENSG00000204104	2	238320441	238400897
ENSG00000180938	8	124973295	124979389
ENSG00000095585	10	96189171	96271587
ENSG00000143110	1	111473792	111478512
ENSG00000166546	16	66427295	66493529
ENSG00000256576	12	132186735	132189728
ENSG00000197566	17	16620734	16653856
ENSG00000112312	6	24774931	24786099
ENSG00000259607	8	29067279	29068454
ENSG00000184995	9	21480839	21482313
ENSG00000167670	19	4402640	4445018
ENSG00000103269	16	675671	678268
ENSG00000168785	4	98470367	98658611
ENSG00000254109	8	30382119	30385401
ENSG00000111186	12	1529891	1647212
ENSG00000100644	14	61695513	61748259
ENSG00000002822	7	1815793	2233243
ENSG00000167210	18	46476972	46657220
ENSG00000171889	9	21453802	21559900
ENSG00000151687	2	189674290	189761193
ENSG00000176155	17	82101460	82212878
ENSG00000271216	13	42810366	42814897
ENSG00000141642	18	50967991	50988121
ENSG00000083845	19	58386400	58394806
ENSG00000249669	5	149406689	149432835
ENSG00000260884	16	74313337	74315634
ENSG00000148950	11	31432401	31509645
ENSG00000134986	5	111662621	111997464
ENSG00000187778	12	49556544	49568145
ENSG00000140718	16	53701692	54158512
ENSG00000126773	14	60091911	60169133
ENSG00000113594	5	38474668	38608354
ENSG00000134202	1	109733932	109741038
ENSG00000246100	11	115753889	115760646
ENSG00000131143	16	85798633	85807068
ENSG00000253214	8	81149107	81165266
ENSG00000233427	1	28870483	28877336
ENSG00000241399	2	159768628	159798255
ENSG00000131323	14	102777449	102911500
ENSG00000156273	21	29194071	29630751
ENSG00000188761	1	113876816	113887581
ENSG00000205362	16	56638666	56640087
ENSG00000096654	6	27450743	27473118
ENSG00000141580	17	82614562	82648553
ENSG00000119723	14	73949926	73963670
ENSG00000103126	16	287440	352723
ENSG00000155254	10	97713173	97718150
ENSG00000121039	8	73294602	73325281
ENSG00000164609	5	160401641	160421711
ENSG00000081692	1	227730425	227735411
ENSG00000171206	10	102644479	102658318
ENSG00000134152	15	34140674	34210096
ENSG00000231500	6	33272075	33276511
ENSG00000134419	16	18781295	18790383
ENSG00000138378	2	191029576	191151596
ENSG00000189298	6	28349947	28369172
ENSG00000170365	4	145481194	145559176
ENSG00000157193	1	53242364	53328469
ENSG00000166159	12	1820267	1836753
ENSG00000169607	2	112736349	112764664
ENSG00000215808	1	238476542	238486060
ENSG00000158796	1	161120974	161132688
ENSG00000092931	17	76735865	76781449
ENSG00000170989	1	101236865	101243713
ENSG00000254333	5	150475531	150485968
ENSG00000122042	13	29764371	29850617
ENSG00000149657	20	62122461	62135374
ENSG00000267100	19	10651862	10653844
ENSG00000125457	17	75266228	75271231
ENSG00000174428	7	75092573	75149817
ENSG00000221968	11	61873519	61892051
ENSG00000182240	21	41167801	41282530
ENSG00000197971	18	76978827	77133683
ENSG00000113048	5	72214953	72321717
ENSG00000183876	5	150296343	150339307
ENSG00000236263	1	155211151	155213819
ENSG00000180891	17	57861243	57955412
ENSG00000166226	12	69585426	69601570
ENSG00000231064	1	155194997	155205495
ENSG00000265393	8	144512567	144513672
ENSG00000070614	5	150485818	150558211
ENSG00000162267	3	52794768	52809009
ENSG00000084676	2	24491254	24770702
ENSG00000197702	11	12377563	12535356
ENSG00000170509	4	87303789	87322886
ENSG00000115919	2	142877657	143055833
ENSG00000146576	7	6590021	6608726
ENSG00000166426	15	78340353	78348225
ENSG00000115806	2	170928464	170967130
ENSG00000109736	4	2930561	2934834
ENSG00000133019	1	239386565	239915452
ENSG00000101294	20	31514410	31577923
ENSG00000118873	1	220148293	220272529
ENSG00000235865	9	121280768	121285530
ENSG00000186994	19	8322584	8343262
ENSG00000254694	11	126208611	126209027
ENSG00000171723	14	66507407	67181803
ENSG00000125676	X	123600561	123733056
ENSG00000025156	6	122399551	122433119
ENSG00000134262	1	113894194	113905201
ENSG00000174460	X	118823824	118826968
ENSG00000182307	8	145052465	145066685
ENSG00000231389	6	33064569	33080775
ENSG00000157827	2	152335174	152649826
ENSG00000165526	11	126202096	126211692
ENSG00000213533	3	52836219	52897548
ENSG00000248098	19	41397808	41425002
ENSG00000159674	4	1166932	1208962
ENSG00000015676	7	44379119	44490658
ENSG00000103035	16	74296814	74306288
ENSG00000119396	9	121178133	121223014
ENSG00000196503	4	56505209	56524959
ENSG00000107758	10	73436433	73496024
ENSG00000134253	1	117111060	117122587
ENSG00000172795	5	112976702	113022195
ENSG00000133561	7	150625375	150632648
ENSG00000123570	X	103822327	103832257
ENSG00000126010	X	16123565	16153518
ENSG00000248712	11	119190250	119196769
ENSG00000140400	15	75355207	75368612
ENSG00000163126	2	96824526	96857934
ENSG00000172336	7	100706121	100707486
ENSG00000239900	22	40346461	40390463
ENSG00000237190	5	134402065	134411881
ENSG00000145819	5	142770377	143229011
ENSG00000131042	19	54273812	54281184
ENSG00000105127	19	15353385	15379815
ENSG00000142102	11	289126	296107
ENSG00000165792	14	20989973	20997035
ENSG00000054219	2	159803355	159904756
ENSG00000160961	19	14689801	14733746
ENSG00000182093	21	39377698	39428528
ENSG00000156026	10	72692143	72887694
ENSG00000187231	2	179101678	179264832
ENSG00000085465	1	111414319	111427735
ENSG00000147804	8	144409742	144416844
ENSG00000178623	2	240605430	240633159
ENSG00000277586	8	24950955	24956721
ENSG00000115446	2	98608579	98618515
ENSG00000164896	7	151076624	151080866
ENSG00000203879	X	154436913	154443467
ENSG00000243749	1	34981535	34985353
ENSG00000162104	16	3953387	4116442
ENSG00000235119	9	114396724	114398503
ENSG00000228288	1	202810850	202812473
ENSG00000272425	8	81275399	81277570
ENSG00000122477	1	100148448	100178273
ENSG00000134758	18	32091874	32131561
ENSG00000005108	7	11370365	11832198
ENSG00000081721	1	161749758	161757238
ENSG00000238178	X	16152941	16170869
ENSG00000186710	12	113149724	113159276
ENSG00000172733	8	30995802	31033715
ENSG00000156831	8	125091679	125367120
ENSG00000102287	X	151953124	151974680
ENSG00000161642	12	54369133	54391298
ENSG00000130413	11	8391868	8594289
ENSG00000267581	19	19761038	19821716
ENSG00000162714	1	247297412	247331867
ENSG00000267419	19	19776586	19836193
ENSG00000197857	19	12224686	12294883
ENSG00000135124	12	121210065	121234106
ENSG00000163431	1	201896456	201946588
ENSG00000169418	1	153678688	153693992
ENSG00000259287	15	33858602	33864825
ENSG00000090857	16	70114332	70162537
ENSG00000128050	4	56435741	56464578
ENSG00000131016	6	151239967	151358559
ENSG00000128604	7	128937457	128950038
ENSG00000141098	16	67674531	67719339
ENSG00000008382	19	4343527	4360086
ENSG00000116127	2	73385758	73625166
ENSG00000188352	9	20658309	20995955
ENSG00000001460	1	24356999	24416934
ENSG00000198785	9	101569352	101738647
ENSG00000091656	8	76681239	76867281
ENSG00000183155	1	202878282	202889149
ENSG00000174963	3	147386046	147406809
ENSG00000105618	19	54115410	54131719
ENSG00000167962	16	1997654	2009821
ENSG00000197119	14	100291116	100306547
ENSG00000249574	7	379359	382712
ENSG00000230679	1	8878835	8879894
ENSG00000255929	11	94545330	94740355
ENSG00000082438	2	164653624	164843679
ENSG00000162959	2	31865060	32011230
ENSG00000228817	21	29370497	29373709
ENSG00000136830	9	127505339	127578989
ENSG00000165506	14	49625174	49635244
ENSG00000100532	14	54509812	54539292
ENSG00000197969	9	77177445	77421537
ENSG00000116741	1	192809039	192812275
ENSG00000090534	3	184371935	184381968
ENSG00000237773	7	16970320	17299368
ENSG00000135372	11	34105617	34147670
ENSG00000187531	17	81911939	81921323
ENSG00000136104	13	50909747	51024120
ENSG00000006116	16	24256335	24362412
ENSG00000117602	1	24502351	24541040
ENSG00000160584	11	116843402	117098437
ENSG00000169991	1	18904280	18956676
ENSG00000231808	9	112713	113754
ENSG00000241316	3	67654669	67947713
ENSG00000152240	18	46104378	46128333
ENSG00000147475	8	37736601	37758422
ENSG00000230798	1	63320878	63324441
ENSG00000154153	5	16473038	16617101
ENSG00000198742	7	99027440	99144108
ENSG00000134250	1	119911553	120100779
ENSG00000182118	1	231018958	231040254
ENSG00000241764	7	107739999	107744581
ENSG00000104879	19	45306413	45322875
ENSG00000188659	15	82262810	82284930
ENSG00000167723	17	3510502	3557812
ENSG00000260196	11	17380649	17383531
ENSG00000152939	5	69415065	69444330
ENSG00000223865	6	33075990	33089696
ENSG00000267108	18	12432897	12437635
ENSG00000106546	7	16916359	17346152
ENSG00000087191	17	63827152	63832026
ENSG00000102870	16	30778456	30787205
ENSG00000139505	13	25246222	25287488
ENSG00000169609	15	82988441	83011641
ENSG00000168591	17	44186970	44191929
ENSG00000142186	11	65525077	65538704
ENSG00000170122	9	116231	118417
ENSG00000166825	15	89784895	89815401
ENSG00000123064	12	113157173	113185479
ENSG00000164306	4	184649667	184694963
ENSG00000196151	2	159235798	159286703
ENSG00000134627	11	94543840	94621421
ENSG00000100319	22	29730956	29767011
ENSG00000164197	5	64165843	64372869
ENSG00000014914	1	149928651	149936879
ENSG00000197892	8	29067278	29263124
ENSG00000120805	12	101393116	101407772
ENSG00000102554	13	73054976	73077541
ENSG00000175354	18	12785478	12929643
ENSG00000101079	20	36651766	36746090
ENSG00000078098	2	162170684	162245151
ENSG00000108389	17	58489529	58517905
ENSG00000258384	15	90952239	90955225
ENSG00000139437	12	109900264	109983841
ENSG00000182870	12	132196372	132329589
ENSG00000131269	X	75051048	75156732
ENSG00000259305	8	123226189	123274284
ENSG00000093072	22	17178790	17258235
ENSG00000183579	22	28883572	29057488
ENSG00000148634	10	67921899	68075301
ENSG00000088179	2	119759922	119984899
ENSG00000275202	13	48974967	48976867
ENSG00000255186	11	36386521	36388250
ENSG00000106605	7	43758680	43807342
ENSG00000166153	12	100203669	100267079
ENSG00000198830	1	26472440	26476642
ENSG00000150540	2	137964020	138016364
ENSG00000135119	12	116738178	116853631
ENSG00000239665	10	13631143	13668445
ENSG00000163939	3	52545352	52685917
ENSG00000005801	11	3339261	3379222
ENSG00000164037	4	102885048	103019719
ENSG00000237280	10	87113954	87115523
ENSG00000142765	1	27342020	27353937
ENSG00000105879	7	107743949	107761667
ENSG00000205629	16	25111731	25178231
ENSG00000033170	14	65410592	65744121
ENSG00000246283	15	42739118	42743202
ENSG00000151876	5	41925254	41941743
ENSG00000179104	12	82686880	83134870
ENSG00000122376	10	87094161	87191465
ENSG00000157110	8	30384511	30572256
ENSG00000141404	18	11689264	11885685
ENSG00000115486	2	85544720	85561532
ENSG00000143740	1	227728200	227781826
ENSG00000214870	7	26398593	26497595
ENSG00000174840	3	57556274	57566848
ENSG00000131724	X	118727133	118794535
ENSG00000117153	1	202891116	202928636
ENSG00000179532	11	6497260	6593758
ENSG00000224165	2	24971390	25039716
ENSG00000133997	14	70581257	70600690
ENSG00000100314	22	29720003	29731833
ENSG00000053371	1	19303965	19312144
ENSG00000221983	19	18571730	18577550
ENSG00000068784	2	45388680	45612165
ENSG00000102144	X	77910739	78129295
ENSG00000101695	18	32018825	32073219
ENSG00000276234	17	37406886	37479725
ENSG00000240498	9	21994139	22128103
ENSG00000174917	19	5678421	5680516
ENSG00000204262	2	189031898	189225312
ENSG00000166946	15	43185118	43197177
ENSG00000260197	Y	19691941	19694606
ENSG00000122435	1	100133150	100150496
ENSG00000259049	14	52775237	52777740
ENSG00000245105	12	9065163	9068689
ENSG00000161618	19	49453225	49471050
ENSG00000142655	1	10472288	10630758
ENSG00000127184	5	86617928	86620962
ENSG00000140443	15	98648539	98964530
ENSG00000244151	7	151074742	151076530
ENSG00000100522	14	52775193	52791668
ENSG00000232600	8	144437675	144439971
ENSG00000100068	22	25351418	25405377
ENSG00000254415	19	51639478	51646825
ENSG00000226706	9	135503273	135506447
ENSG00000078053	7	38383704	38631420
ENSG00000171634	17	67825503	67984378
ENSG00000158164	X	102513682	102516739
ENSG00000101463	20	24469629	24666616
ENSG00000179761	17	28950513	29057216
ENSG00000122140	9	135499965	135505141
ENSG00000230454	3	50260303	50263358
ENSG00000111596	12	70243002	70354993
ENSG00000162419	1	28668778	28719353
ENSG00000269937	16	2561471	2565096
ENSG00000140564	15	90868588	90883564
ENSG00000085511	6	160991727	161117385
ENSG00000117305	1	23801885	23838620
ENSG00000145191	3	184135038	184146127
ENSG00000105997	7	27106184	27152583
ENSG00000160949	8	144428775	144444440
ENSG00000175395	10	37949573	37976647
ENSG00000105501	19	51630101	51645545
ENSG00000102858	16	4616493	4690974
ENSG00000156030	14	73715122	73790285
ENSG00000181315	6	26634383	26659752
ENSG00000150977	12	123415039	123436684
ENSG00000135426	12	54948015	54984762
ENSG00000164830	8	106270144	106752694
ENSG00000137975	1	86424171	86456553
ENSG00000173960	2	23927285	24004909
ENSG00000155621	9	71911510	71986054
ENSG00000147065	X	65588377	65741931
ENSG00000005339	16	3725054	3880713
ENSG00000177888	1	197153682	197201293
ENSG00000123572	X	105822539	105958610
ENSG00000139626	12	53191323	53207282
ENSG00000137285	6	3223324	3231730
ENSG00000100605	14	92936914	93116320
ENSG00000103091	16	74871362	75000173
ENSG00000080503	9	1980290	2193624
ENSG00000086544	19	40717112	40740860
ENSG00000279727	3	36819276	36822498
ENSG00000138182	10	89701590	89774939
ENSG00000159256	21	36320189	36386148
ENSG00000085415	18	12947133	12987536
ENSG00000061938	3	195863364	195911945
ENSG00000130812	19	10092338	10102678
ENSG00000135241	7	108470417	108569666
ENSG00000105520	19	11355386	11365698
ENSG00000261140	16	2569043	2571936
ENSG00000170946	11	31369840	31432835
ENSG00000156920	X	136300963	136416890
ENSG00000071994	6	170575295	170584692
ENSG00000177854	X	153972754	153983194
ENSG00000261093	16	2597881	2599718
ENSG00000160908	7	99473877	99504857
ENSG00000259330	15	40323692	40326715
ENSG00000109920	11	47716494	47767443
ENSG00000087237	16	56961923	56983845
ENSG00000186104	11	14877440	14892231
ENSG00000125821	20	18587942	18766644
ENSG00000140553	15	90930180	90954093
ENSG00000084731	2	25926598	25982749
ENSG00000066379	6	30058899	30064909
ENSG00000166974	18	34976928	35143470
ENSG00000102119	X	154379273	154381574
ENSG00000186222	4	6716174	6717664
ENSG00000187866	9	68780065	68785566
ENSG00000265354	10	45972489	46003742
ENSG00000077312	19	40750637	40765389
ENSG00000005243	17	48026167	48038030
ENSG00000185272	21	14216130	14228372
ENSG00000128340	22	37225270	37244448
ENSG00000213859	17	7351889	7354944
ENSG00000111530	12	67269358	67319953
ENSG00000011243	19	15380050	15419141
ENSG00000118058	11	118436456	118526832
ENSG00000198556	7	99472890	99503650
ENSG00000114988	2	96705929	96740064
ENSG00000003756	3	50088919	50119021
ENSG00000165525	14	49782083	49852821
ENSG00000169918	15	31475398	31870789
ENSG00000188313	3	146515180	146544856
ENSG00000211460	2	121737103	121767853
ENSG00000149131	11	57597387	57619171
ENSG00000255441	19	51415724	51417425
ENSG00000235109	6	28324693	28356271
ENSG00000119737	2	53852912	53859967
ENSG00000111728	12	22063773	22437041
ENSG00000134575	11	47239302	47248906
ENSG00000249362	5	87662040	87705337
ENSG00000143942	2	53767804	53775196
